Product id,Part Number,,Description,Highest similarity percentage,duplicates,
15009,1336-L6E,A,Allen-Bradley Control Interface Drive Board with 115V AC Input Voltage and an Encoder,,,
15010,1336-L6E/B,A,Allen-Bradley Control Interface Drive Board with 115V AC Input Power,,,
15011,1336-L6E/L9E,A,Allen-Bradley Control Interface Drive Board with 115V AC and With Encoder,,,
15012,1336-L8E,A,"<p>Allen-Bradley Control Interface Board with Encoder with Loss Detection and 24VDC/VAC Input Voltage</p>
",,,
15013,1336-L9-A,A,Allen-Bradley PC Board with TTL Logic and 5 V Voltage,,,
15014,1336-L9E,A,"<p>Allen-Bradley Control Interface Board with TTL Logic and 5 V Voltage</p>
",,,
15003,1336-L-SP1C,A,"Allen-Bradley Spare Parts with 575V AC, 7.5 HP and B Frame Type",,,
15004,1336-L-SP2C,A,"Allen-Bradley Spare Parts with 575V AC, 10 HP and B Frame Type",,,
65125,1336-L-SP7A,A,"<p>The Allen-Bradley 1336-L-SP7A inductor belongs to the 1336 series of renewal parts. It comes with a C type of frame. It has a 230 Volts&nbsp;voltage rating and 20 to 30 Horsepower&nbsp;of output power. This Inductor is compatible with&nbsp; the1336 PLUS, FORCE, and IMPACT drives.</p>
",95.45454545,,
15015,1336-MOD-E1,A,"<p>Allen-Bradley Programming Terminal with 12 Volts Input Power and 0.15 Amps</p>
",,,
15016,1336-MOD-E2,A,Allen-Bradley Programmable Monitor Display,,,
15017,1336-MOD-EAD,A,Allen-Bradley Mounting Kit with 3-10 HP and NEMA Type 1 Enclosure,,,
15018,1336-MOD-EAE,A,Allen-Bradley Enclosure Kit with 15-20 HP and NEMA Type 1 Enclosure,,,
15019,1336-MOD-FA1,A,Allen-Bradley Operator Panel with NEMA Type 1 (Open) Enclosure,,,
15020,1336-MOD-FA2,A,Allen-Bradley Local Control Operator Panel with NEMA Type 1 (Open) Enclosure,,,
15021,1336-MOD-FC3,A,Allen-Bradley Operator Panel Kit with NEMA 4 Enclosure,,,
15022,1336-MOD-G2,A,Allen-Bradley Remote I/O Interface Kit,,,
15023,1336-MOD-KA005,A,"Allen-Bradley Dynamic Brake with 375 Watts, 230VAC power, and 5 HP",,,
15024,1336-MOD-KA010,A,"Allen-Bradley Dynamic Brake Unit with 230VAC Input Power, and 10 HP",,,
15025,1336-MOD-KB005,A,"Allen-Bradley Heavy Duty Dynamic Braking Option with NEMA Type 1 Enclosure Type, and 380/415/460V AC Voltage Range",,,
15026,1336-MOD-KB010,A,"Allen-Bradley Heavy Duty Dynamic Braking Option with NEMA Type 1 Enclosure Type, and 380/415/460V AC Voltage Range",,,
15027,1336-MOD-KB050,A,"Allen-Bradley Heavy Duty Dynamic Braking Option with NEMA Type 1 Enclosure Type, and 380/415/460V AC Voltage Range",,,
15028,1336-MOD-KC050,A,"Allen-Bradley Heavy Duty Dynamic Braking Option with NEMA Type 1 (IP20) Enclosure Type, and 500/575/600V AC Voltage Range",,,
15029,1336-MOD-L1,A,Allen-Bradley Logic Interface Board with 5V DC Operating Voltage and TTL Logic,,,
15030,1336-MOD-L2,A,"Allen-Bradley Logic Interface Board with NEMA Type 4 Enclosure, and 24V DC Operating Power",,,
15031,1336-MOD-L3,A,"Allen-Bradley Logic Interface Board with NEMA Type 4 Enclosure, and 115V DC Operating Power",,,
15032,1336-MOD-N1,A,Allen-Bradley Isolated Signal Conditioner Board with 115 or 230V AC designed for the Allen-Bradley 1336 drive family,,,
15033,1336-MOD-RCD,A,Allen-Bradley Gasket Kit with NEMA 4/12,,,
15034,1336-MOD-RCE,A,Allen-Bradley Gasket Kit with NEMA 4/12 and 15/20 HP,,,
15035,1336-MOD-RCF,A,Allen-Bradley Gasket Kit with NEMA 4/12 and 25/30 HP,,,
15036,1336-MOD-RP2,A,Allen-Bradley Remote Programmable Operator Interface,,,
15037,1336-MOD-RP3,A,Allen-Bradley Program Module for Drive D370111,,,
15038,1336-MOD-S1,A,Allen-Bradley Connector Serial Port,,,
15039,1336-MOV-SP1A,A,Allen-Bradley Motor Operated Valve with 230 V/40-60 HP and 460 V/60-150 HP Voltages,,,
15040,1336-MOV-SP5A,A,Allen-Bradley Motor Control with 460 Volts AC and 300-600 HP Outputs,,,
15041,1336-P-11X17X1-COVER,A,Allen-Bradley 1336 Plus Drive Cover,,,
13633,1336-QOUT-SP11A,A,Allen Bradley Transistor Assembly with 575V AC output voltage and 50-60 HP output power range.,,,
13634,1336-QOUT-SP12A,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 60-75 HP output power range.,,,
13635,1336-QOUT-SP12B,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 60-75 HP output power range.,,,
13636,1336-QOUT-SP13A,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 100 HP output power range.,,,
13637,1336-QOUT-SP17A,A,Allen Bradley Transistor Assembly with 575V AC output voltage and 125 HP output power range.,,,
13638,1336-QOUT-SP18A,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 150-250 HP output power range.,,,
13639,1336-QOUT-SP19A,A,Allen Bradley Transistor Assembly with 575V AC output voltage and 150-300 HP output power range.,,,
13640,1336-QOUT-SP1A,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 7.5-10 HP output power range.,,,
13641,1336-QOUT-SP21A,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 400-800 HP output power range.,,,
13642,1336-QOUT-SP25A,A,"<p>Allen Bradley Transistor Assembly with 460V AC output voltage and 250-450 HP output power range.</p>
",,,
13643,1336-QOUT-SP3A,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 15 HP output power range.,,,
13644,1336-QOUT-SP5A,A,Allen Bradley Transistor Assembly with 460V AC output voltage and 20 HP output power range.,,,
13645,1336-QOUT-SP6A,A,"Allen Bradley Transistor Assembly with 460V AC output voltage and 25-30 HP, 48A output power range.",,,
13646,1336-QOUT-SP8A,A,"<p>Allen Bradley Transistor Assembly with 460V AC output voltage and X40-X60 HP output power range.</p>
",,,
13647,1336-QPRE-SP1A,A,Allen Bradley Precharge Modules with 460V AC output voltage and 7.5-15 HP output power range.,,,
13648,1336-QPRE-SP1C,A,Allen Bradley Precharge Modules with 460V AC output voltage and 7.5-30 HP output power range.,,,
15043,1336-R1-SP4B,A,"Allen-Bradley Power Module Snubber Resistor with F Frame, and 250 HP, 300 HP, 350 HP, 400 HP, 450 HP Model Rating",,,
15044,1336-R1-SP5A,A,"Allen-Bradley Power Module Snubber Resistor with F Frame, and 250 HP, 300 HP, 350 HP, 400 HP, 450 HP Model Rating",,,
15046,1336-RF4,A,Allen-Bradley Gasket Kit with NEMA 4/12 enclosure,,,
15047,1336-RFB-16-A,A,"Allen-Bradley 1336 Drive Filter with 9.5 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15048,1336-RFB-16-AA,A,"Allen-Bradley 1336 Drive Filter with 9 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15049,1336-RFB-27-B,A,"Allen-Bradley 1336 Drive Filter with 30 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15050,1336-RFB-30-A,A,"Allen-Bradley 1336 Drive Filter with 14 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15051,1336-RFB-30-A4,A,"Allen-Bradley 1336 Drive Filter with 35 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15052,1336-RFB-48-B,A,"Allen-Bradley 1336 Drive Filter with 58 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15053,1336-RFB-7-A,A,"Allen-Bradley 1336 Drive Filter with 2 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15054,1336-RFB-7-AA,A,"Allen-Bradley 1336 Drive Filter with 4.5 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15055,1336-RFB-80-C,A,"Allen-Bradley 1336 Drive Filter with 71 Watts Power Dissipation and 200-240V, 380-480V Phase Voltage",,,
15056,1336-RLOAD-SP4A,A,Allen-Bradley Load Resistor with 575V AC power and 125 HP,,,
15057,1336-RLOAD-SP5A,A,Allen-Bradley Load Resistor with 575V AC power and 150-300 HP,,,
15080,1336R-PRE-VB078-AA,A,"Allen-Bradley 1336 REGEN with 380-480V AC power, 78.2 Amps Current Rating, and IP20 (NEMA 1) Enclosure",,,
15081,1336R-PRE-VB180-AA,A,"Allen-Bradley 1336 REGEN with 380-480V AC power, 180.4 Amps Current Rating, and IP20 (NEMA 1) Enclosure",,,
15082,1336R-VB048-AN-HAP,A,"Allen-Bradley 1336 REGEN with 380-480V AC power, 48.2 Amps Current Rating, and IP00 (Open) Enclosure",,,
15083,1336R-VB078-AN,A,"Allen-Bradley 1336 REGEN with 380-480V AC power, 78.2 Amps Current Rating, and IP00 (Open) Enclosure",,,
15084,1336R-VB078CNV-AA,A,"Allen-Bradley 1336 REGEN with 380-480V AC power, 78.2 Amps Current Rating, and IP20 (NEMA 1) Enclosure",,,
15085,1336R-VB180-AA-HAP,A,"Allen-Bradley 1336 REGEN with 380-480V AC power, 180.4 Amps Current Rating, and IP20 (NEMA 1) Enclosure",,,
15086,1336R-VB180-AN-HAP,A,"Allen-Bradley 1336 REGEN with 380-480V AC power, 180.4 Amps Current Rating, and IP00 (Open) Enclosure",,,
13649,1336S-12,A,Allen-Bradley 1336 PLUS NEMA 12 Enclosure,,,
15059,1336-SCR-SP11A,A,"Allen-Bradley Input SCRs with 460V AC power and X250 HP, 300 HP, 350 HP, 400 HP, 450 HP, 500 HP, 600/650 HP Model Rating",,,
15060,1336-SCR-SP13A,A,"Allen-Bradley Input SCRs with 460V AC power and X250 HP, 300 HP, 350 HP, 400 HP, 450 HP, 500 HP, 600/650 HP Model Rating",,,
65169,1336-SCR-SP14A,A,"<p>The Allen-Bradley 1336-SCR-SP14A input SCR assembly is made for the&nbsp;1336 Plus, Plus II, Impact, and Force AC drives. It is compatible with the G-frame 1336 drives with 575 Volts AC voltage ratings and 300 to 650 Horsepower output power ratings.</p>
",96.51162791,,
15061,1336-SCR-SP15A,A,"Allen-Bradley Input SCRs with 460V AC power and 250 HP, 300 HP, 350 HP, 400 HP, 450 HP Model Rating",,,
15062,1336-SCR-SP1A,A,"Allen-Bradley Input SCRs with 460V AC power and 60 HP, 75 HP, 100 HP, 125 HP, X150 HP Model Rating",,,
15063,1336-SCR-SP3A,A,"Allen-Bradley Input SCRs with 460V AC power and 60 HP, 75 HP, 100 HP Model Rating",,,
15064,1336-SCR-SP5A,A,"Allen-Bradley Input SCRs with 460V AC power and 125 HP, X150 HP Model Rating",,,
15065,1336-SCR-SP7A,A,"Allen-Bradley Input SCRs with 460V AC power and 150 HP, 200 HP, 250 HP Model Rating",,,
15066,1336-SCR-SP8A,A,"Allen-Bradley Input SCRs with 575V AC power and 150 HP, 200 HP, 250 HP, X300 HP Model Rating",,,
15067,1336-SCR-SP9A,A,"Allen-Bradley Input SCRs with 460V AC power and 150 HP, 200 HP, 250 HP Model Rating",,,
13929,1336S-EN,A,Allen-Bradley 1336 PLUS Drive English Language Module Kit,,,
13930,1336S-EN3,A,Allen-Bradley 1336 PLUS Drive English Language Module Kit,,,
13931,1336S-EN3.02,A,Allen-Bradley 1336 PLUS Drive English Language Module Kit,,,
13932,1336S-EN30,A,Allen-Bradley 1336 PLUS Drive English Language Module Kit,,,
13933,1336S-EN4,A,Allen-Bradley 1336 PLUS Drive English Language Module Kit,,,
13934,1336S-EN5,A,Allen-Bradley 1336 PLUS Drive English Language Module Kit,,,
13935,1336S-FR,A,Allen-Bradley 1336 PLUS Drive French Language Module Kit,,,
13936,1336S-FR5,A,Allen-Bradley 1336 PLUS Drive French Language Module Kit,,,
13939,1336S-MCB-SP1A,A,Allen-Bradley 1336 PLUS Drive with Circuit Board voltage designed for Main Control,,,
13940,1336S-MCB-SP1B,A,"Allen-Bradley 1336 PLUS Drive with PC Board voltage, H Frame Type, and Main Control Functions",,,
13941,1336S-MCB-SP2A,A,Allen-Bradley 1336 PLUS Drive with Circuit Board part with Main Control Functions,,,
13942,1336S-MCB-SPI,A,"<p>Allen-Bradley 1336 PLUS Drive with Circuit Board part, Main Control function, and Inverter control</p>
",,,
13983,1336T-GT1-SP34B,A,Allen-Bradley 1336 Control Board Drive for PLC Adapter,,,
13985,1336T-GT1-SP51A,A,Allen-Bradley 1336 PLC Adapter Board designed for All Frames,,,
13986,1336T-GTB-SP1B,A,Allen-Bradley 1336 FORCE PLC Communication Board,,,
13988,1336T-GTB-SP2C,A,Allen-Bradley 1336 FORCE Control Board,,,
13989,1336T-GTB-SP2V3B,A,Allen-Bradley 1336 FORCE Control Board,,,
13990,1336T-MCB-SP1B,A,Allen-Bradley 1336 FORCE Main Control Board designed for: A Frame/ with LM,,,
13991,1336T-MCB-SP33B,A,Allen-Bradley 1336 FORCE Main Control Board,,,
13992,1336T-MCB-SP34B,A,Allen-Bradley 1336 FORCE Main Control Board with Firmware V 3.04,,,
13993,1336T-MCB-SP3B,A,Allen-Bradley 1336 FORCE Main Control Board,,,
13994,1336T-MCB-SP51A,A,Allen-Bradley 1336 FORCE Main Control Board,,,
13996,1336T-MCB-SP51B,A,Allen-Bradley 1336 FORCE Main Control Board,,,
15068,1336-TR-SP1A,A,Allen-Bradley Thermistors with B Frame type and 7.5-15 HP Model Rating,,,
15069,1336-TR-SP2A,A,"Allen-Bradley Thermistors with C Frame type and 20 HP, 25 HP, 30 HP Model Rating",,,
15070,1336-TR-SP4A,A,"Allen-Bradley Thermistors with E Frame type and 75 HP, 100 HP, 125 HP Model Rating",,,
15071,1336-TR-SP7A,A,"Allen-Bradley Thermistors with F Frame type and 250 HP, 300 HP, 350 HP, 400 HP, 450 HP Model Rating",,,
13977,1336VT-B200P-EAJP-EPQ-PE2-PG4-PN1-R11-200CB,A,"Allen-Bradley 1336VT Drive with  Amps, 460V AC Logic Interface, and Three-Phase Communication",,,
15072,1336-WA070,A,Allen-Bradley Dynamic Brake Chopper with 230V AC Voltage Rating and 375V DC Continuous Voltage,,,
15073,1336-WA115,A,Allen-Bradley Dynamic Brake Chopper with 230V AC Voltage Rating and 375V DC Continuous Voltage,,,
15074,1336-WB009,A,Allen-Bradley Dynamic Brake Chopper with 380/415/460V AC Voltage Rating and 750V DC Continuous Voltage,,,
15075,1336-WB035,A,Allen-Bradley Dynamic Brake Chopper with 380/415/460V AC Voltage Rating and 750V DC Continuous Voltage,,,
15076,1336-WB110,A,Allen-Bradley Dynamic Brake Chopper with 380/415/460V AC Voltage Rating and 750V DC Continuous Voltage,,,
15077,1336-WC009,A,Allen-Bradley Dynamic Brake Chopper with 575V AC Voltage Rating and 935V DC Continuous Voltage,,,
15078,1336-WC035,A,Allen-Bradley Dynamic Brake Chopper with 575V AC Voltage Rating and 935V DC Continuous Voltage,,,
15079,1336-WC085,A,Allen-Bradley Dynamic Brake Chopper with 575V AC Voltage Rating and 935V DC Continuous Voltage,,,
15088,1336Z-PA022-N-GM1,A,Allen-Bradley SPIDER Adjustable Frequency AC Drive PLC Control with 200-240VAC or 210 VDC voltage and 21.6 Amps Peak Current,,,
15089,1336Z-PB010-AE-GM6,A,Allen-Bradley SPIDER Adjustable Frequency AC Drive PLC Control with 380-480VAC or 513-620VDC voltage and 9.9 Amps Peak Current,100,,
15090,1336Z-PB010-N-GM6,A,Allen-Bradley SPIDER Adjustable Frequency AC Drive PLC Control with 380-480VAC or 513-620VDC voltage and 9.9 Amps Peak Current,,2,
31966,1391-150ET,A,"<p>The Allen-Bradley 1391-150ET has a 240/380/415/480V AC Primary Voltage, 3 Phases, and a 50/60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.</p>
",99.20424403,,
15091,1391-ES133683,A,Allen-Bradley Top Control Board designed for Servo Drive-Servo Controller,,,
15092,1391-ES133685,A,Allen-Bradley A Quad B Board designed for Servo Drive-Servo Controller,,,
31968,1391-T015DT,A,"<p>The Allen-Bradley 1391-T015DT has a 240/480V AC Primary Voltage, 3 Phases, and a 60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.</p>
",99.43820225,,
31969,1391-T035DT,A,"<p>The Allen-Bradley 1391-T035DT has a 240/480V AC Primary Voltage, 3 Phases, and a 60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.</p>
",99.43820225,,
31964,1391-T035NT,A,"<p>The Allen-Bradley 1391-T035NT has a 208/230/460/575V AC Primary Voltage, 3 Phases, and a 60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.</p>
",96.15384615,,
31970,1391-T050DT,A,"<p>The Allen-Bradley 1391-T050DT has a 240/480V AC Primary Voltage, 3 Phases, and a 60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.</p>
",95.91280654,,
31967,1391-T050ET,A,"<p>The Allen-Bradley 1391-T050ET has a 240/380/415/480V AC Primary Voltage, 3 Phases, and a 50/60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.</p>
",99.47089947,,
31961,1391-T100DT,A," The Allen-Bradley 1391-T100DT has a 240/480V AC Primary Voltage, Phases, and a 60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.",98.23529412,,
31962,1391-T100ET,A," The Allen-Bradley 1391-T100ET has a 240/380/415/480V AC Primary Voltage, Phases, and a 50/60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.",96.47696477,,
31963,1391-T125DT,A," The Allen-Bradley 1391-T125DT has a 240/480V AC Primary Voltage, 3 Phases, and a 60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.",96.84813754,,
31965,1391-T150DT,A,"<p>The Allen-Bradley 1391-T150DT has a 240/480V AC Primary Voltage, 3 Phases, and a 60 Hz Frequency. It also contains a 230V AC Single-Phase C.T. Windings Secondary Voltage.</p>
",99.43820225,,
25842,1394-AM03-A,A,"The Allen-Bradley Servo Controller 1394-AM03-A is a Servo (Axis) Amplifier with a 2 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 3.2 Amperage.",97.43589744,,
25843,1394-AM03-B,A,"The Allen-Bradley Servo Controller 1394-AM03-B is a Servo (Axis) Amplifier with a 2 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 3.2 Amperage.",99.35897436,,
25847,1394-AM04A,A,"The Allen-Bradley Servo Controller 1394-AM04A is a Servo (Axis) Amplifier with a 3 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 4.5-12 Amperage.",99.05362776,,
25845,1394-AM04-A,A,"The Allen-Bradley Servo Controller 1394-AM04-A is a Servo (Axis) Amplifier with a 3 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 4.5-10 Amperage.",98.74213836,,
25848,1394-AM04B,A,"The Allen-Bradley Servo Controller 1394-AM04B is a Servo (Axis) Amplifier with a 3 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 4.5-13 Amperage.",99.05362776,,
25846,1394-AM04-B,A,"The Allen-Bradley Servo Controller 1394-AM04-B is a Servo (Axis) Amplifier with a 3 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 4.5-11 Amperage.",96.50793651,,
25852,1394-AM07A,A,"The Allen-Bradley Servo Controller 1394-AM07A is a Servo (Axis) Amplifier with a 5 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 7.5 Amperage.",99.67845659,,
25851,1394-AM07-B,A,"The Allen-Bradley Servo Controller 1394-AM07-B is a Servo (Axis) Amplifier with a 5 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 7.5 Amperage.",99.35897436,,
25853,1394-AM37,A,"The Allen-Bradley Servo Controller 1394-AM37 is a Servo (Axis) Amplifier with a 5 Kilowatt Output Rating, 530-680DC Volts Input Voltage, and 7.5 Amperage.",98.70967742,,
25910,1394SJT05AA,A,"The Allen-Bradley Servo Controller 1394SJT05AA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54545455,,
25911,1394SJT05CA,A,"The Allen-Bradley Servo Controller 1394SJT05CA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",98.18181818,,
25912,1394SJT05CB,A,"The Allen-Bradley Servo Controller 1394SJT05CB is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54545455,,
25913,1394SJT05CRLA,A,"The Allen-Bradley Servo Controller 1394SJT05CRLA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54751131,,
25914,1394SJT05CRLB,A,"The Allen-Bradley Servo Controller 1394SJT05CRLB is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54954955,,
25915,1394SJT05CRUA,A,"The Allen-Bradley Servo Controller 1394SJT05CRUA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54954955,,
25916,1394SJT05CRUB,A,"The Allen-Bradley Servo Controller 1394SJT05CRUB is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54751131,,
25917,1394SJT08CRL,A,"The Allen-Bradley Servo Controller 1394SJT08CRL is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.3227991,,
25918,1394SJT10AA,A,"The Allen-Bradley Servo Controller 1394SJT10AA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54545455,,
25919,1394SJT10CA,A,"The Allen-Bradley Servo Controller 1394SJT10CA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54545455,,
25867,1394-SJT10-C-RL,A,"The Allen-Bradley 1394-SJT10-C-RL is a GMC system module that support Four (4) axis modules and Four (4) channels of auxiliary input channel. The module’s input voltage of 380 / 460 Volts AC, 3-Phase, input frequency of 50/60 Hz and current of 13.0 amperes. It has electrical output voltage of 530/680V DC, continuous power output of 8/10 kilowatts with peak power of 28 kW. The continuous current output is 14.73 A and peak current of 29.46 amperes. This system module has an integrated RIO and AxisLink.",97.62376238,,
25920,1394SJT10CRLA,A,"The Allen-Bradley Servo Controller 1394SJT10CRLA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54954955,,
25921,1394SJT10CRLB,A,"The Allen-Bradley Servo Controller 1394SJT10CRLB is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54954955,,
25922,1394SJT10CRLC,A,"The Allen-Bradley Servo Controller 1394SJT10CRLC is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.3227991,,
25923,1394SJT10CRUA,A,"The Allen-Bradley Servo Controller 1394SJT10CRUA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54954955,,
25924,1394SJT10EA,A,"The Allen-Bradley Servo Controller 1394SJT10EA is a System with Terminations, Filtering (EMI), and Smart Power Series Enhancements, GMC Turbo- IMC S Class, a 22 Kilowatt Power Rating, and a 360-480AC Volts Input Voltage.",99.54545455,,
21481,1395-105061,A,Allen Bradley 1395 Digital DC XFMR                                                                  CURRENT RATIO-1000:1,,,
21482,1395-105062,A,Allen Bradley 1395 Digital DC TRANSDUCER 600V DUAL BLACK WIRE                                                                                           ,98.38187702,,
21483,1395-115621,A,Allen Bradley 1395 Digital DC SURGE SUPPRESSOR RC-MOV ,,,
21485,1395-119518,A,Allen Bradley 1395 Digital DC Drive,,,
21487,1395-123154,A,Allen Bradley 1395 Digital DC 115V 50/60HZ COIL CONTACTOR DC 2POLE W/ 1NO AUX ,,,
21488,1395-123166,A,Allen Bradley 1395 Digital DC 115V                                    280ADC ,,,
21489,1395-123172,A,Allen Bradley 1395 Digital DC CONTACTOR DC 56AC/DC THRU WIRED,,,
21491,1395-123396,A,Allen Bradley 1395 Digital DC MOV CONTACTOR SUPPRESSOR,,,
21492,1395-123476,A,Allen Bradley 1395 Digital DC Drive,,,
21495,1395-126427,A,Allen Bradley 1395 Digital DC 9POSITION D-CONN CABLE 10FT 9COND W/SHIELD,,,
21497,1395-145108,A,Allen Bradley 1395 Digital DC Adapter Kit MULTI COMMUNICATION ,,,
21498,1395-170768,A,Allen Bradley 1395 Digital DC Power Board,,,
21500,1395-173973,A,Allen Bradley 1395 Digital DC SURGE SUPPRESSOR 460VAC BLACK LEAD,,,
21501,1395-192364,A,Allen Bradley 1395 Digital DC PSI SWITCHER DRIVE KIT,,,
21502,1395-358080-A01,A,"<p>1395 Digital Drive: 460V AC, 50/60 Hz., Three-Phase, AC Line Fuses, , Regenerative, ,</p>
",,,
21503,1395-A003R-PEN-SADP,A,"1395 Digital Drive: 230V AC, 50/60 Hz., Three-Phase, AC Line Fuses, , Regenerative, , , ",,,
21677,1395-KP10,A,Allen Bradley 1395 Digital DC PC BOARD KIT DISCRETE ADAPTER 115V LKVA,,,
29905,1398-PSM-50,A," The Allen-Bradley 1398-PSM-50 has a 65 amps/Phase Continuous Output Current, a 150 amps/Phase Peak Output Current, and a 32-140 F (0-50 C) Operating Temperature. It also contains a 180 Watts Continuous Shunt Power and a 19 kWatts Peak Shunt Power.",99.19354839,,
33346,1403-BA,A,The Allen-Bradley 1403-BA is a Lithium Battery Accessory for Powermonitor.,,,
33339,1403-CF000,A, The Allen-Bradley 1403-LM05A is a Fiber Optic Cable Assembly with a 25 cm Length.,,,
33340,1403-CF001,A, The Allen-Bradley 1403-LM05B is a Fiber Optic Cable Assembly with a 1 M Length.,,,
33341,1403-CF003,A, The Allen-Bradley 1403-DMA is a Fiber Optic Cable Assembly with a 3 M Length.,,,
33342,1403-CF005,A, The Allen-Bradley 1403-DMB is a Fiber Optic Cable Assembly with a 5 M Length.,,,
33343,1403-CF010,A, The Allen-Bradley 1403-NSC is a Fiber Optic Cable Assembly with a 10 M Length.,,,
33344,1403-CF020,A, The Allen-Bradley 1403-NENET is a Fiber Optic Cable Assembly with a 20 M Length.,,,
33345,1403-CF050,A, The Allen-Bradley 1403-NDNET is a Fiber Optic Cable Assembly with a 50 M Length.,,,
33335,1403-DMB,A," The Allen-Bradley 1403-DMB Display Module has a 24V AC 50/60 Hz or 24/48V DC Power Supply, a 120V-347V Nominal Full Scale Voltage Input, and a 1 Meg-Ohm min. Input Impedance.",95.26462396,,
33333,1403-LM05B,A," The Allen-Bradley 1403-LM05B Limited Metering Master Module has 5 Current Inputs, a 24V AC 50/60 Hz or 24/48V DC Power Supply, and a 120V-347V Nominal Full Scale Voltage Input.",95.31680441,,
