Product id,Part Number,"A (A=About, G=Generate, C=Customd, D=don�t touch)",Description,Highest similarity percentage,duplicates
13726,1336S-B020-AA-EN4-HA2-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP20 (NEMA 1) enclosure",,
13727,1336S-B020-AA-EN4-HA2-L9E,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP20 (NEMA 1) enclosure",,
58543,1336S-B020-AA-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
13728,1336S-B020-AA-EN5,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP20 (NEMA 1) enclosure",,
13729,1336S-B020-AA-EN5-GM1-HA2-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP20 (NEMA 1) enclosure",,
58542,1336S-B020-AA-EN5-HA,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
58792,1336S-B020-AA-EN5-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
58974,1336S-B020-AA-EN6-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",98.93617021,
58768,1336S-B020-AA-EN-GM1-L6E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
58658,1336S-B020-AA-EN-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
58666,1336S-B020-AA-EN-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
58665,1336S-B020-AA-EN-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
58502,1336S-B020-AA-EN-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,15
13723,1336S-B020-AA-EN-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP20 (NEMA 1) enclosure",,
58355,1336S-B020-AE-DE4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",,2
13730,1336S-B020-AE-EN4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP20 (NEMA 1)/EMC enclosure",,
58396,1336S-B020-AE-IT4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",98.95287958,
13731,1336S-B020-AN-EN,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP00 (Open) enclosure",,
58395,1336S-B020-AN-EN3,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
58798,1336S-B020-AN-EN3-GM1-HA1,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
58915,1336S-B020-AN-EN3-GM1-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
58767,1336S-B020-AN-EN3-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
58514,1336S-B020-AN-EN3-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
13734,1336S-B020-AN-EN4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP00 (Open) enclosure",,
58766,1336S-B020-AN-EN4-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
58765,1336S-B020-AN-EN4-HAP-L5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.91891892,
13735,1336S-B020-AN-EN4-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP00 (Open) enclosure",,
13736,1336S-B020-AN-EN5,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP00 (Open) enclosure",,
13737,1336S-B020-AN-EN6-HA1,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP00 (Open) enclosure",,
13732,1336S-B020-AN-EN-GM1-HA2-L5,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP00 (Open) enclosure",,
58659,1336S-B020-AN-EN-GM1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
13733,1336S-B020-AN-EN-HA1,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 20 horsepower rating and IP00 (Open) enclosure",,
58488,1336S-B020-AN-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,9
58525,1336S-B020-AN-FR6-14,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 15 (20) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the French language.</p>
",98.36065574,
58329,1336S-B025-AA-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58394,1336S-B025-AA-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58839,1336S-B025-AA-EN4-GM1-HA2,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58929,1336S-B025-AA-EN4-GM1-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
13738,1336S-B025-AA-EN4-HA1,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 25 horsepower rating and IP20 (NEMA 1) enclosure",,
58735,1336S-B025-AA-EN4-HA1-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58764,1336S-B025-AA-EN4-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58763,1336S-B025-AA-EN4-HAP-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58949,1336S-B025-AA-EN5-GM1-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58981,1336S-B025-AA-EN5-HAB,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58541,1336S-B025-AA-EN5-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",98.94736842,
13739,1336S-B025-AA-FR-HA2,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 25 horsepower rating and IP20 (NEMA 1) enclosure",,
58360,1336S-B025-AE-DE4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",,3
58393,1336S-B025-AE-EN5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",,3
58354,1336S-B025-AE-EN6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",98.42931937,
13740,1336S-B025-AE-FR4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 25 horsepower rating and IP20 (NEMA 1)/EMC enclosure",,
58392,1336S-B025-AN-DE4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,8
13741,1336S-B025-AN-EN,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 25 horsepower rating and IP00 (Open) enclosure",,
58362,1336S-B025-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,8
58916,1336S-B025-AN-EN4-GM1-HAP-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,8
58985,1336S-B025-AN-EN4-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,8
58540,1336S-B025-AN-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,8
13742,1336S-B025-AN-EN5,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 25 horsepower rating and IP00 (Open) enclosure",,
58340,1336S-B025-AN-EN6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.92473118,
58664,1336S-B025-AN-EN-HAP-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,8
58501,1336S-B025-AN-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 18.5 (25) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,8
58328,1336S-B030-AA-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58391,1336S-B030-AA-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58914,1336S-B030-AA-EN4-GM1-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58562,1336S-B030-AA-EN4-HA2,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58762,1336S-B030-AA-EN5-HAB-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58539,1336S-B030-AA-EN5-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58719,1336S-B030-AA-EN-GM1-HAB,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58676,1336S-B030-AA-EN-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,9
58538,1336S-B030-AA-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",98.93617021,
58390,1336S-B030-AE-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",98.42105263,
58950,1336S-B030-AJ-EN5-GM1-HJP-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 54 (NEMA 12) enclosure. This unit is in the English language.</p>
",98.39572193,
58327,1336S-B030-AN-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58389,1336S-B030-AN-EN3,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58610,1336S-B030-AN-EN3-L5E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58388,1336S-B030-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58927,1336S-B030-AN-EN4-GM1-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58761,1336S-B030-AN-EN4-HA2-L5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58537,1336S-B030-AN-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58526,1336S-B030-AN-EN4-LS,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
13744,1336S-B030-AN-EN5,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 30 horsepower rating and IP00 (Open) enclosure",,
58871,1336S-B030-AN-EN5-HA1-L5E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58732,1336S-B030-AN-EN5-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58387,1336S-B030-AN-EN6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58980,1336S-B030-AN-EN6-L6E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.37837838,
58495,1336S-B030-AN-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 22 (30) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,13
58336,1336S-B040-AA-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,8
58937,1336S-B040-AA-EN4-GM1-HA2-L6E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,8
58760,1336S-B040-AA-EN4-HAP-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,8
58556,1336S-B040-AA-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,8
58759,1336S-B040-AA-EN5-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",98.92473118,
58660,1336S-B040-AA-EN-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,8
58524,1336S-B040-AA-EN-HA2,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,8
58675,1336S-B040-AA-EN-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,8
58317,1336S-B040-AJ-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 54 (NEMA 12) enclosure. This unit is in the English language.</p>
",98.93048128,
58758,1336S-B040-AN-DE4-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58305,1336S-B040-AN-EN,G,This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.,97.77777778,
58346,1336S-B040-AN-EN3,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58345,1336S-B040-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58609,1336S-B040-AN-EN4-GM1,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58692,1336S-B040-AN-EN4-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58536,1336S-B040-AN-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58386,1336S-B040-AN-EN5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58353,1336S-B040-AN-EN6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58958,1336S-B040-AN-EN6-GM1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58486,1336S-B040-AN-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,11
58962,1336S-B040-AN-FR,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the French language.</p>
",97.81420765,
58349,1336S-B040-AN-FR4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 30 (40) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.91304348,
58727,1336S-B050-AA-EN4-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",98.93617021,
13745,1336S-B050-AA-EN4-HA2-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 50 horsepower rating and IP20 (NEMA 1) enclosure",,
58500,1336S-B050-AA-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,2
58316,1336S-B050-AA-ES,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the Spanish language.</p>
",97.34042553,
58385,1336S-B050-AE-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",98.42105263,
58757,1336S-B050-AJ-EN4-HJ2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 54 (NEMA 12) enclosure. This unit is in the English language.</p>
",97.34042553,
13746,1336S-B050-AN-EN,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 50 horsepower rating and IP00 (Open) enclosure",,
13747,1336S-B050-AN-EN3,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 50 horsepower rating and IP00 (Open) enclosure",,
58756,1336S-B050-AN-EN3-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,5
13748,1336S-B050-AN-EN4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 50 horsepower rating and IP00 (Open) enclosure",,
58531,1336S-B050-AN-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,5
58368,1336S-B050-AN-EN5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,5
58577,1336S-B050-AN-EN5-GM1,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,5
58712,1336S-B050-AN-EN5-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 37 (50) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",99.45945946,
13749,1336S-B060-AA-EN3,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 60 horsepower rating and IP20 (NEMA 1) enclosure",,
13750,1336S-B060-AA-EN4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 60 horsepower rating and IP20 (NEMA 1) enclosure",,
58711,1336S-B060-AA-EN4-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,3
58519,1336S-B060-AA-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",98.93617021,
